"NOM_ELECTION","NUMERO_TOUR","DATE_ELECTION","NOM_COLLECTIVITE","ID_COLLECTIVITE","NUMERO_BUREAU_VOTE","ARRONDISSEMENT","SECTEUR","CIRCONSCRIPTION","CANTON","NOM_BUREAU_VOTE","ADRESSE","NB_INSCRIT_THEORIQUE","NB_INSCRITS_DEPOUILLES","VOTANTS","NB_BLANCS","NB_NULS","NB_EXPRIMES","NB_PROCURATIONS","NB_CANDIDATS","NOM_CANDIDAT_01","NB_VOIX_CANDIDAT_01","NOM_CANDIDAT_02","NB_VOIX_CANDIDAT_02","NOM_CANDIDAT_03","NB_VOIX_CANDIDAT_03","NOM_CANDIDAT_04","NB_VOIX_CANDIDAT_04","NOM_CANDIDAT_05","NB_VOIX_CANDIDAT_05","NOM_CANDIDAT_06","NB_VOIX_CANDIDAT_06","NOM_CANDIDAT_07","NB_VOIX_CANDIDAT_07","NOM_CANDIDAT_08","NB_VOIX_CANDIDAT_08","NOM_CANDIDAT_09","NB_VOIX_CANDIDAT_09","NOM_CANDIDAT_10","NB_VOIX_CANDIDAT_10","NOM_CANDIDAT_11","NB_VOIX_CANDIDAT_11","NOM_CANDIDAT_12","NB_VOIX_CANDIDAT_12","NOM_CANDIDAT_13","NB_VOIX_CANDIDAT_13","NOM_CANDIDAT_14","NB_VOIX_CANDIDAT_14","NOM_CANDIDAT_15","NB_VOIX_CANDIDAT_15","NOM_CANDIDAT_16","NB_VOIX_CANDIDAT_16","NOM_CANDIDAT_17","NB_VOIX_CANDIDAT_17","NOM_CANDIDAT_18","NB_VOIX_CANDIDAT_18","NOM_CANDIDAT_19","NB_VOIX_CANDIDAT_19","NOM_CANDIDAT_20","NB_VOIX_CANDIDAT_20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,301,3,2,4,"13 - MARSEILLE 2","E ELEM PEYSSONNEL","ENTREE 3 RUE DE RUFFI",814,804,237,6,4,227,6,9,"MARTI Jeanne",33,"SAID SOILIHI Maliza",17,"BONNET Isabelle",4,"BIAGGI Solange",39,"LHOTE Alain",33,"DJAMBAÉ Nouriati",19,"NARDUCCI Lisette",28,"PAYAN Benoît",53,"DELIGNY Yannick",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,302,3,2,4,"13 - MARSEILLE 2","E MAT PEYSSONNEL","16 RUE PEYSSONNEL",802,793,220,5,5,210,1,9,"MARTI Jeanne",32,"SAID SOILIHI Maliza",16,"BONNET Isabelle",1,"BIAGGI Solange",46,"LHOTE Alain",24,"DJAMBAÉ Nouriati",15,"NARDUCCI Lisette",39,"PAYAN Benoît",35,"DELIGNY Yannick",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,303,3,2,4,"13 - MARSEILLE 2","E MAT PEYSSONNEL","16 RUE PEYSSONNEL",727,716,232,7,3,222,0,9,"MARTI Jeanne",33,"SAID SOILIHI Maliza",13,"BONNET Isabelle",1,"BIAGGI Solange",49,"LHOTE Alain",26,"DJAMBAÉ Nouriati",15,"NARDUCCI Lisette",32,"PAYAN Benoît",48,"DELIGNY Yannick",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,351,3,2,4,"13 - MARSEILLE 2","E MAT SAINT CHARLES I","47 RUE LUCIEN ROLMER",918,905,288,4,4,280,3,9,"MARTI Jeanne",37,"SAID SOILIHI Maliza",8,"BONNET Isabelle",2,"BIAGGI Solange",69,"LHOTE Alain",39,"DJAMBAÉ Nouriati",16,"NARDUCCI Lisette",63,"PAYAN Benoît",45,"DELIGNY Yannick",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,352,3,2,4,"13 - MARSEILLE 2","E ELEM SAINT CHARLES II","36 RUE DU 141EME R.I.A.",1262,1252,310,4,3,303,2,9,"MARTI Jeanne",38,"SAID SOILIHI Maliza",28,"BONNET Isabelle",3,"BIAGGI Solange",41,"LHOTE Alain",37,"DJAMBAÉ Nouriati",24,"NARDUCCI Lisette",36,"PAYAN Benoît",92,"DELIGNY Yannick",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,353,3,2,4,"13 - MARSEILLE 2","E ELEM KLEBER","ENTREE 11 RUE D'AMIENS",765,765,189,4,5,180,1,9,"MARTI Jeanne",18,"SAID SOILIHI Maliza",17,"BONNET Isabelle",2,"BIAGGI Solange",39,"LHOTE Alain",19,"DJAMBAÉ Nouriati",9,"NARDUCCI Lisette",40,"PAYAN Benoît",32,"DELIGNY Yannick",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,354,3,2,4,"13 - MARSEILLE 2","E MAT KLEBER","27 RUE KLEBER",964,953,219,3,1,215,3,9,"MARTI Jeanne",29,"SAID SOILIHI Maliza",34,"BONNET Isabelle",4,"BIAGGI Solange",34,"LHOTE Alain",30,"DJAMBAÉ Nouriati",11,"NARDUCCI Lisette",35,"PAYAN Benoît",35,"DELIGNY Yannick",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,356,3,2,4,"13 - MARSEILLE 2","E MAT FONSCOLOMBE","7 RUE ANDRE CHAMSON",1436,1434,308,3,3,302,2,9,"MARTI Jeanne",42,"SAID SOILIHI Maliza",41,"BONNET Isabelle",2,"BIAGGI Solange",67,"LHOTE Alain",53,"DJAMBAÉ Nouriati",17,"NARDUCCI Lisette",43,"PAYAN Benoît",36,"DELIGNY Yannick",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,357,3,2,4,"13 - MARSEILLE 2","E ELEM PARC BELLEVUE","143 RUE FELIX PYAT",1612,1582,368,5,8,355,5,9,"MARTI Jeanne",34,"SAID SOILIHI Maliza",30,"BONNET Isabelle",5,"BIAGGI Solange",89,"LHOTE Alain",68,"DJAMBAÉ Nouriati",18,"NARDUCCI Lisette",73,"PAYAN Benoît",37,"DELIGNY Yannick",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,358,3,2,4,"13 - MARSEILLE 2","E ELEM PARC BELLEVUE","143 RUE FELIX PYAT",1615,1585,395,0,11,384,4,9,"MARTI Jeanne",31,"SAID SOILIHI Maliza",107,"BONNET Isabelle",4,"BIAGGI Solange",85,"LHOTE Alain",53,"DJAMBAÉ Nouriati",12,"NARDUCCI Lisette",65,"PAYAN Benoît",25,"DELIGNY Yannick",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,360,3,2,4,"13 - MARSEILLE 2","E MAT REVOLUTION ANNEXE II","55 AVE EDOUARD VAILLANT",854,844,240,4,3,233,1,9,"MARTI Jeanne",50,"SAID SOILIHI Maliza",30,"BONNET Isabelle",3,"BIAGGI Solange",30,"LHOTE Alain",18,"DJAMBAÉ Nouriati",13,"NARDUCCI Lisette",52,"PAYAN Benoît",35,"DELIGNY Yannick",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,361,3,2,4,"13 - MARSEILLE 2","E ELEM REVOLUTION","38 ET 47 RUE DU JET D'EAU",496,492,142,0,1,141,1,9,"MARTI Jeanne",16,"SAID SOILIHI Maliza",13,"BONNET Isabelle",0,"BIAGGI Solange",13,"LHOTE Alain",18,"DJAMBAÉ Nouriati",15,"NARDUCCI Lisette",26,"PAYAN Benoît",37,"DELIGNY Yannick",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,362,3,2,4,"13 - MARSEILLE 2","E ELEM REVOLUTION","38 ET 47 RUE DU JET D'EAU",1075,1074,214,7,1,206,3,9,"MARTI Jeanne",32,"SAID SOILIHI Maliza",13,"BONNET Isabelle",5,"BIAGGI Solange",33,"LHOTE Alain",21,"DJAMBAÉ Nouriati",7,"NARDUCCI Lisette",59,"PAYAN Benoît",36,"DELIGNY Yannick",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,363,3,2,4,"13 - MARSEILLE 2","E MAT POMMIER","3 RUE POMMIER",1353,1334,331,7,2,322,4,9,"MARTI Jeanne",43,"SAID SOILIHI Maliza",27,"BONNET Isabelle",3,"BIAGGI Solange",56,"LHOTE Alain",46,"DJAMBAÉ Nouriati",22,"NARDUCCI Lisette",38,"PAYAN Benoît",81,"DELIGNY Yannick",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,364,3,2,4,"13 - MARSEILLE 2","E MAT POMMIER","6 RUE POMMIER",808,795,252,5,3,244,3,9,"MARTI Jeanne",32,"SAID SOILIHI Maliza",16,"BONNET Isabelle",10,"BIAGGI Solange",29,"LHOTE Alain",26,"DJAMBAÉ Nouriati",12,"NARDUCCI Lisette",44,"PAYAN Benoît",72,"DELIGNY Yannick",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,365,3,2,4,"13 - MARSEILLE 2","E ELEM NATIONAL","175 BD NATIONAL",632,625,184,2,1,181,4,9,"MARTI Jeanne",47,"SAID SOILIHI Maliza",9,"BONNET Isabelle",2,"BIAGGI Solange",14,"LHOTE Alain",19,"DJAMBAÉ Nouriati",15,"NARDUCCI Lisette",20,"PAYAN Benoît",54,"DELIGNY Yannick",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,366,3,2,4,"12 - MARSEILLE 1","E MAT POMMIER","6 RUE POMMIER",1139,1125,280,3,2,275,2,9,"MARTI Jeanne",28,"SAID SOILIHI Maliza",17,"BONNET Isabelle",5,"BIAGGI Solange",24,"LHOTE Alain",55,"DJAMBAÉ Nouriati",22,"NARDUCCI Lisette",47,"PAYAN Benoît",74,"DELIGNY Yannick",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,368,3,2,4,"12 - MARSEILLE 1","E ELEM BERNARD CADENAT","3 PCE BERNARD CADENAT",1224,1204,421,6,12,403,4,9,"MARTI Jeanne",72,"SAID SOILIHI Maliza",18,"BONNET Isabelle",2,"BIAGGI Solange",40,"LHOTE Alain",24,"DJAMBAÉ Nouriati",16,"NARDUCCI Lisette",56,"PAYAN Benoît",172,"DELIGNY Yannick",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,370,3,2,4,"13 - MARSEILLE 2","MAISON POUR TOUS BELLE DE MAI","1 BD BOYER",1018,1021,283,10,0,273,0,9,"MARTI Jeanne",58,"SAID SOILIHI Maliza",19,"BONNET Isabelle",0,"BIAGGI Solange",26,"LHOTE Alain",23,"DJAMBAÉ Nouriati",15,"NARDUCCI Lisette",48,"PAYAN Benoît",82,"DELIGNY Yannick",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,371,3,2,4,"13 - MARSEILLE 2","MAISON POUR TOUS BELLE DE MAI","1 BD BOYER",1111,1107,327,5,7,315,8,9,"MARTI Jeanne",73,"SAID SOILIHI Maliza",10,"BONNET Isabelle",3,"BIAGGI Solange",40,"LHOTE Alain",15,"DJAMBAÉ Nouriati",18,"NARDUCCI Lisette",51,"PAYAN Benoît",104,"DELIGNY Yannick",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,401,4,3,5,"12 - MARSEILLE 1","E ELEM LEVERRIER","8 PCE LEVERRIER",1317,1294,539,9,8,522,29,9,"LUC Jean-François",51,"PEREZ Fabien",47,"GILLES Bruno",87,"VINAPON Georges",1,"GERBER Muriel",3,"GRAPELOUP Mathieu",23,"BERGERON David",14,"AGRESTI Jean-Philippe",40,"RUBIROLA Michèle",256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,402,4,3,5,"12 - MARSEILLE 1","E ELEM CHARTREUX","ENTREE 12 RUE LOUIS GIBERT",1250,1218,537,4,4,529,57,9,"LUC Jean-François",60,"PEREZ Fabien",36,"GILLES Bruno",62,"VINAPON Georges",3,"GERBER Muriel",2,"GRAPELOUP Mathieu",28,"BERGERON David",10,"AGRESTI Jean-Philippe",37,"RUBIROLA Michèle",291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,404,4,3,5,"16 - MARSEILLE 5","GR SCOL CHARTREUX EUGENE CAS","217 AVE DES CHARTREUX",1188,1175,469,4,11,454,9,9,"LUC Jean-François",82,"PEREZ Fabien",21,"GILLES Bruno",86,"VINAPON Georges",4,"GERBER Muriel",3,"GRAPELOUP Mathieu",24,"BERGERON David",11,"AGRESTI Jean-Philippe",33,"RUBIROLA Michèle",190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,406,4,3,5,"16 - MARSEILLE 5","GR SCOL CHARTREUX EUGENE CAS","217 AVE DES CHARTREUX",1346,1323,435,0,6,429,0,9,"LUC Jean-François",86,"PEREZ Fabien",32,"GILLES Bruno",91,"VINAPON Georges",2,"GERBER Muriel",2,"GRAPELOUP Mathieu",38,"BERGERON David",13,"AGRESTI Jean-Philippe",61,"RUBIROLA Michèle",104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,407,4,3,5,"16 - MARSEILLE 5","E ELEM SAINTE SOPHIE","4 RUE SAINTE SOPHIE",938,932,320,19,0,301,12,9,"LUC Jean-François",57,"PEREZ Fabien",23,"GILLES Bruno",66,"VINAPON Georges",1,"GERBER Muriel",1,"GRAPELOUP Mathieu",16,"BERGERON David",11,"AGRESTI Jean-Philippe",38,"RUBIROLA Michèle",88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,408,4,3,5,"16 - MARSEILLE 5","E MAT FEUILLERAIE","87 BD DE ROUX",884,876,272,3,6,263,5,9,"LUC Jean-François",46,"PEREZ Fabien",11,"GILLES Bruno",77,"VINAPON Georges",1,"GERBER Muriel",3,"GRAPELOUP Mathieu",12,"BERGERON David",7,"AGRESTI Jean-Philippe",27,"RUBIROLA Michèle",79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,410,4,3,5,"12 - MARSEILLE 1","E ELEM SAINTE SOPHIE","4 RUE SAINTE SOPHIE",1461,1451,508,2,4,502,11,9,"LUC Jean-François",76,"PEREZ Fabien",43,"GILLES Bruno",118,"VINAPON Georges",5,"GERBER Muriel",2,"GRAPELOUP Mathieu",22,"BERGERON David",20,"AGRESTI Jean-Philippe",38,"RUBIROLA Michèle",178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,421,4,3,5,"12 - MARSEILLE 1","E ELEM DAHDAH","15 BD DAHDAH",1398,1365,481,4,4,473,12,9,"LUC Jean-François",84,"PEREZ Fabien",46,"GILLES Bruno",110,"VINAPON Georges",2,"GERBER Muriel",1,"GRAPELOUP Mathieu",16,"BERGERON David",14,"AGRESTI Jean-Philippe",43,"RUBIROLA Michèle",157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,422,4,3,5,"16 - MARSEILLE 5","E ELEM DAHDAH","15 BD DAHDAH",1214,1206,422,1,14,407,8,9,"LUC Jean-François",69,"PEREZ Fabien",31,"GILLES Bruno",86,"VINAPON Georges",1,"GERBER Muriel",6,"GRAPELOUP Mathieu",21,"BERGERON David",6,"AGRESTI Jean-Philippe",52,"RUBIROLA Michèle",135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,424,4,3,5,"16 - MARSEILLE 5","E MAT CHUTES LAVIE HLM MEDITERRANEE","1BIS AVE DES CHUTES LAVIE",896,892,333,1,7,325,9,9,"LUC Jean-François",57,"PEREZ Fabien",19,"GILLES Bruno",136,"VINAPON Georges",2,"GERBER Muriel",2,"GRAPELOUP Mathieu",14,"BERGERON David",15,"AGRESTI Jean-Philippe",21,"RUBIROLA Michèle",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,425,4,3,5,"16 - MARSEILLE 5","E MAT CHUTES LAVIE HLM MEDITERRANEE","1BIS AVE DES CHUTES LAVIE",797,791,340,2,6,332,10,9,"LUC Jean-François",55,"PEREZ Fabien",8,"GILLES Bruno",174,"VINAPON Georges",0,"GERBER Muriel",4,"GRAPELOUP Mathieu",11,"BERGERON David",14,"AGRESTI Jean-Philippe",16,"RUBIROLA Michèle",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,426,4,3,5,"16 - MARSEILLE 5","GR SCOL CHARTREUX EUGENE CAS","ENTREE 5 RUE EUGENE CAS",727,726,269,6,6,257,7,9,"LUC Jean-François",53,"PEREZ Fabien",20,"GILLES Bruno",87,"VINAPON Georges",1,"GERBER Muriel",1,"GRAPELOUP Mathieu",12,"BERGERON David",7,"AGRESTI Jean-Philippe",19,"RUBIROLA Michèle",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,427,4,3,5,"16 - MARSEILLE 5","GR SCOL CHARTREUX EUGENE CAS","ENTREE 5 RUE EUGENE CAS",632,635,179,1,2,176,4,9,"LUC Jean-François",36,"PEREZ Fabien",17,"GILLES Bruno",54,"VINAPON Georges",1,"GERBER Muriel",2,"GRAPELOUP Mathieu",7,"BERGERON David",13,"AGRESTI Jean-Philippe",24,"RUBIROLA Michèle",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,428,4,3,5,"16 - MARSEILLE 5","E MAT CHARTREUX ALBE","19 RUE VINCENT FAITA",1342,1339,394,3,6,385,6,9,"LUC Jean-François",73,"PEREZ Fabien",21,"GILLES Bruno",96,"VINAPON Georges",7,"GERBER Muriel",2,"GRAPELOUP Mathieu",18,"BERGERON David",25,"AGRESTI Jean-Philippe",61,"RUBIROLA Michèle",82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,441,4,3,5,"18 - MARSEILLE 7","E MAT SAINTE SOPHIE","2 RUE SAINTE SOPHIE",998,996,346,1,5,340,10,9,"LUC Jean-François",62,"PEREZ Fabien",33,"GILLES Bruno",61,"VINAPON Georges",0,"GERBER Muriel",1,"GRAPELOUP Mathieu",19,"BERGERON David",9,"AGRESTI Jean-Philippe",39,"RUBIROLA Michèle",116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,442,4,3,5,"18 - MARSEILLE 7","E MAT FEUILLERAIE","87 BD DE ROUX",710,703,262,4,0,258,22,9,"LUC Jean-François",49,"PEREZ Fabien",16,"GILLES Bruno",62,"VINAPON Georges",1,"GERBER Muriel",3,"GRAPELOUP Mathieu",12,"BERGERON David",12,"AGRESTI Jean-Philippe",30,"RUBIROLA Michèle",73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,443,4,3,5,"18 - MARSEILLE 7","E MAT FEUILLERAIE","87 BD DE ROUX",810,810,279,3,4,272,2,9,"LUC Jean-François",64,"PEREZ Fabien",10,"GILLES Bruno",88,"VINAPON Georges",0,"GERBER Muriel",1,"GRAPELOUP Mathieu",8,"BERGERON David",12,"AGRESTI Jean-Philippe",44,"RUBIROLA Michèle",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,451,4,3,5,"12 - MARSEILLE 1","E MAT SAINT VINCENT DE PAUL","39 RUE CHAPE",1079,1046,505,3,9,493,22,9,"LUC Jean-François",38,"PEREZ Fabien",38,"GILLES Bruno",58,"VINAPON Georges",1,"GERBER Muriel",3,"GRAPELOUP Mathieu",40,"BERGERON David",6,"AGRESTI Jean-Philippe",34,"RUBIROLA Michèle",275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,452,4,3,5,"12 - MARSEILLE 1","CENTRE FISSIAUX","2 AVE DU MARECHAL FOCH",1037,1035,460,4,4,452,14,9,"LUC Jean-François",39,"PEREZ Fabien",41,"GILLES Bruno",81,"VINAPON Georges",0,"GERBER Muriel",1,"GRAPELOUP Mathieu",32,"BERGERON David",11,"AGRESTI Jean-Philippe",36,"RUBIROLA Michèle",211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,453,4,3,5,"12 - MARSEILLE 1","CENTRE FISSIAUX","2 AVE DU MARECHAL FOCH",859,858,382,5,0,377,19,9,"LUC Jean-François",37,"PEREZ Fabien",32,"GILLES Bruno",89,"VINAPON Georges",0,"GERBER Muriel",4,"GRAPELOUP Mathieu",22,"BERGERON David",11,"AGRESTI Jean-Philippe",41,"RUBIROLA Michèle",141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,454,4,3,5,"12 - MARSEILLE 1","CENTRE FISSIAUX","2 AVE DU MARECHAL FOCH",1023,1016,416,4,13,399,24,9,"LUC Jean-François",47,"PEREZ Fabien",39,"GILLES Bruno",94,"VINAPON Georges",0,"GERBER Muriel",3,"GRAPELOUP Mathieu",19,"BERGERON David",10,"AGRESTI Jean-Philippe",41,"RUBIROLA Michèle",146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,455,4,3,5,"12 - MARSEILLE 1","E MAT ABBE DE L'EPEE","7BIS SQ SIDI BRAHIM",748,746,317,2,5,310,5,9,"LUC Jean-François",43,"PEREZ Fabien",27,"GILLES Bruno",96,"VINAPON Georges",1,"GERBER Muriel",1,"GRAPELOUP Mathieu",12,"BERGERON David",2,"AGRESTI Jean-Philippe",32,"RUBIROLA Michèle",96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
